School,Street Address,Street Zip,Latitude,Longitude
Interamerican Adult School,852 W Florence Ave.,90044-5105,33.974407,-118.288955
International School of Los Angeles-LF,4155 Russell Ave.,90027-4509,34.104534,-118.279716
International School of Los Angeles–WV,5933 Lindley Ave.,91356-1723,34.178322,-118.528812
International Studies Learning Center at Legacy High School Complex,5225 Tweedy Blvd.,90280-5332,33.941328,-118.178946
Intiwasi Elementary,9017 W Pico Blvd,90035-1309,34.05546,-118.388126
Invictus Leadership Academy,4928 South Western Ave.,90047-2326,33.998394,-118.308676
Iovine and Young Center,4120 11th Ave.,90008-3712,34.009305,-118.329211
ISANA Cardinal Academy,7330 Bakman Ave.,91352-4914,34.203587,-118.377862
ISANA Himalia Academy,4607 South Central Ave.,90011-5456,34.001863,-118.253001
ISANA Nascent Academy,3417 West Jefferson Blvd.,90018-3235,34.025868,-118.333343
ISANA Octavia Academy,3010 Estara Ave.,90065-2205,34.115657,-118.240787
ISANA Palmati Academy,6501 Laurel Canyon Blvd.,91606-1520,34.189605,-118.397577
Islah Academy,2900 Slauson Ave.,90043-2505,33.984915,-118.153788
Ivanhoe Elementary,2828 Herkimer St.,90039-2010,34.109025,-118.267303
Ivy Academia,5975 Shoup Ave.,91367-3329,34.178371,-118.615539
"Ivy Bound Academy Math, Science, and Technology Charter Middle 2",20040 Parthenia St.,91324-3222,34.228191,-118.569851
"Ivy Bound Academy of Math, Science, and Technology Charter Middle",15355 Morrison St.,91403-1514,34.160903,-118.468071
Ivy League Royal Academy,3315 Barham Blvd.,90068-1450,34.13134,-118.345068
Ivy League Royal Academy,17329 Burbank Blvd.,91316-1733,34.172551,-118.510893
Ivy Road School,2823 W 8Th St,90005-1236,34.05796,-118.287362
J J Academy,4750 Kester Ave Apt 19,91403-2007,34.157054,-118.457152
Jack London Community Day,12924-A Oxnard St.,91401,34.17864,-118.41526
Jack London Continuation,12924 Oxnard St.,91401-4104,34.179367,-118.414415
Jaime Escalante Elementary,4443 Live Oak St.,90201-4207,33.968053,-118.188575
James A. Garfield Community,4343 New York St.,90022-3209,34.039905,-118.172158
James A. Garfield Senior High,5101 East Sixth St.,90022-3209,34.025353,-118.157872
James J. McBride Special Education Center,3960 Centinela Ave.,90066-4905,34.000603,-118.43114
James Jordan Middle,18600 Lanark St.,91335-1233,34.216962,-118.538575
James Madison Middle,13000 Hart St.,91605-4801,34.197534,-118.416004
James Monroe High,9229 Haskell Ave.,91343-3114,34.237885,-118.476373
Jane Addams Continuation,16341 Donmetz St.,91344-3773,34.273788,-118.48815
Jefferson Community Adult,1319 East 41st St.,90011-3301,34.009568,-118.25122
Jennifer Kelley,17800 S. Main St. Ste. 100,90248-3510,33.869319,-118.27468
Jessie Owens Community Day,2400 West 54th St.,90043,33.993217,-118.319514
JETS Yeshivah,16601 Rinaldi St.,91344-3632,34.279905,-118.494116
Joaquin Miller Career and Transition Center,8218 Vanalden Ave.,91335-1138,34.219497,-118.54911
John A. Sutter Middle,7330 Winnetka Ave.,91306-2905,34.203871,-118.570938
John Adams Middle,151 West 30th St.,90007-3316,34.022622,-118.272436
John B. Monlux Elementary,6051 Bellaire Ave.,91606-4461,34.180678,-118.409472
John Burroughs Middle,600 South McCadden Pl.,90005-3829,34.063517,-118.337081
John C. Fremont Community Adult,7676 South San Pedro St.,90003-2348,33.969845,-118.269149
John C. Fremont Senior High,7676 South San Pedro St.,90003-2348,33.970022,-118.269449
John F. Kennedy High,11254 Gothic Ave.,91344-3709,34.274661,-118.488455
John H. Francis Polytechnic,12431 Roscoe Blvd.,91352-3723,34.221721,-118.404088
John H. Liechty Middle,650 South Union Ave.,90017-1633,34.055316,-118.270111
John Hope Continuation,7840 Towne Ave.,90003-2632,33.968185,-118.267261
John Marshall Senior High,3939 Tracy St.,90027-3207,34.107762,-118.277569
John Muir Middle,5929 South Vermont Ave.,90044-3713,33.986655,-118.291548
John R. Wooden High,18741 Elkwood St.,91335-1802,34.212967,-118.541646
John Tracy Center,2160 West Adams Blvd.,90018-2039,34.032292,-118.313912
John W. Mack Elementary,3020 South Catalina St.,90007-2921,34.026505,-118.293727
"Johnnie Cochran, Jr., Middle",4066 West Johnnie Cochran Vista,90019-6025,34.042965,-118.327345
Jordan High,2265 East 103rd St.,90002-3132,33.943161,-118.231291
Jordan New Technology High,2265 East 103rd St.,90002,33.943161,-118.231291
Joseph Le Conte Middle,1316 North Bronson Ave.,90028-8415,34.094665,-118.317894
Joseph Pomeroy Widney Career Preparatory and Transition Center,2302 South Gramercy Pl.,90018-1323,34.035908,-118.313268
Judith F. Baca Arts Academy,1536 East 89th St.,90002-1316,33.956325,-118.246015
Julie Korenstein Elementary,7650 Ben Ave.,91605-2728,34.209394,-118.394275
Junipero Serra High School,14830 S. Van Ness Ave.,90249-3718,33.916502,-118.317788
Justice Street Academy Charter,23350 Justice St.,91304-4402,34.216099,-118.635473
Kadima Day School,7011 Shoup Ave.,91307-2335,34.197688,-118.615979
Katherine Johnson STEM Academy,8701 Parkhill Dr.,90045-3437,33.957938,-118.426753
Kennedy-San Fernando Community,11254 Gothic Ave.,91344-3709,34.275211,-118.488068
Kenter Canyon Elementary Charter,645 North Kenter Ave.,90049-1946,34.070178,-118.488522
Kentwood Elementary,8401 Emerson Ave.,90045-2890,33.964052,-118.404367
Kester Avenue Elementary,5353 Kester Ave.,91411-4022,34.167628,-118.457506
Kids'  World School,4018 W Ave. 41,90065-3704,34.12445,-118.22922
Kidsville USA,8464 Corbin Ave.,91324-4128,34.22405,-118.56196
Kidz Kingdom Academy,13024 Sherman Way,91605,34.200935,-118.416924
Kindergarten Learning Academy,6555 Sylmar Ave.,91401,34.190002,-118.446593
King/Drew Medical Magnet High,1601 East 120th St.,90059-3025,33.923831,-118.246208
Kingsley Elementary,5200 West Virginia Ave.,90029-1212,34.091894,-118.302527
KIPP Academy of Innovation,4240 East Olympic Blvd.,90023-3337,34.018588,-118.182176
KIPP Academy of Opportunity,8500 South Figueroa St.,90003-2752,33.961163,-118.28239
KIPP Comienza Community Prep,6410 Rita Ave.,90255-4126,33.981232,-118.223639
KIPP Corazon Academy,8616 Long Beach Blvd.,90280-4142,33.958247,-118.22155
KIPP Empower Academy,8466 South Figueroa St.,90003-2729,33.961931,-118.28268
KIPP Endeavor College Preparatory Charter,1263 South Soto St.,90023-2615,34.027019,-118.219579
KIPP Generations Academy,1415 West Gardena Blvd.,90247-4712,33.882118,-118.300491
KIPP Ignite Academy,9110 South Central Ave.,90002-1743,33.953599,-118.256092
KIPP Iluminar Academy,4800 East Cesar Chavez Ave.,90022-1307,34.040184,-118.16131
KIPP Los Angeles College Preparatory,2810 Whittier Blvd.,90023-1527,34.031652,-118.209616
KIPP Philosophers Academy,1999 East 102nd St.,90002,33.944269,-118.236772
KIPP Promesa Prep,1241 South Soto St.,90023-2652,34.027525,-118.219859
KIPP Pueblo Unido,3759 East 57th St.,90270-2614,33.990858,-118.196418
KIPP Raices Academy,668 Atlantic Blvd.,90022-1118,34.022971,-118.156139
KIPP Scholar Academy,6100 S. Hoover St,90044-5418,33.983921,-118.286882
KIPP Sol Academy,4800 East Cesar Chavez Ave.,90022-1307,34.040184,-118.16131
KIPP Vida Preparatory Academy,4410 South Budlong Ave.,90037-2306,34.003387,-118.295684
Kirk O' The Valley School,19620 Vanowen St.,91335-4945,34.193346,-118.560696
Kittridge Street Elementary,13619 Kittridge St.,91401-1113,34.190359,-118.42975
Knollwood Preparatory Academy,11822 Gerald Ave.,91344-2849,34.284892,-118.493801
LA ROAD Christian School,2241 N Eastern Ave,90032-3221,34.071209,-118.18148
La Salle Avenue Elementary,8715 La Salle Ave.,90047-3320,33.957466,-118.305802
Lafayette Park Primary Center,310 South La Fayette Park Pl.,90057-1604,34.066597,-118.280908
Lake Balboa College Preparatory Magnet K-12,6701 Balboa Blvd.,91406-5531,34.192148,-118.50139
Lake Street Primary,135 North Lake St.,90026-5320,34.067645,-118.271064
Lanai Road Elementary,4241 Lanai Rd.,91436-3614,34.148872,-118.492021
Langdon Avenue Elementary,8817 Langdon Ave.,91343-5004,34.230399,-118.469877
Lankershim Elementary,5250 Bakman Ave.,91601-3101,34.165464,-118.377334
Larchmont Charter,1265 North Fairfax Ave.,90046-5205,34.09357,-118.361887
Larchmont Charter-West Hollywood,1265 North Fairfax Ave.,90046-5205,34.093555,-118.361544
Lassen Elementary,15017 Superior St.,91343-2440,34.246442,-118.459143
Latona Avenue Elementary,4312 Berenice Ave.,90031-1408,34.091592,-118.203081
Laurel Elementary,925 North Hayworth Ave.,90046-7154,34.089028,-118.362776
Laurel Hall,11919 Oxnard St.,91606-3320,34.180381,-118.392857
Laurence School,13639 Victory Blvd.,91401-1735,34.187079,-118.430431
Le Lycee Francais de Los Angeles-Century City,10361 West Pico Blvd.,90064-2608,34.047267,-118.416082
Le Lycee Francais de Los Angeles-Elementary and Middle,3261 Overland Ave.,90034-3589,34.027642,-118.414035
Le Lycee Francais de Los Angeles-High,10309 National Blvd.,90034-3703,34.02947,-118.409188
Le Lycee Francais de Los Angeles-Pac Pali,16720 Marquez Ave.,90272-3238,34.047367,-118.545294
Leadership & Public Service Virtual Academy,474 Hartford Ave.,90017-1306,34.055791,-118.263466
Leadership in Entertainment and Media Arts (LEMA),3501 North Broadway,90031-2856,34.073986,-118.202955
Leapwood Avenue Elementary,19302 Leapwood Ave.,90746-1954,33.856074,-118.261721
Learn Academy Mar Vista,12312 Venice Blvd,90066,34.003858,-118.432532
Learning by Design Charter,7019 South Van Ness Ave.,90047-1659,33.975705,-118.318022
Learning Trajectory North,"15515 San Fernando Mission Blvd, Ste A-2",91345-1358,34.27214,-118.46971
Legacy Academy of Jewish Education Inc,14520 Hesby St,91403-1711,34.161759,-118.449577
Leland Street Elementary,2120 South Leland St.,90731-5224,33.724999,-118.301155
Lemay Street Elementary,17520 Vanowen St.,91406-4314,34.192639,-118.515067
Lenicia B. Weemes Elementary,1260 West 36th Pl.,90007-3947,34.021855,-118.296437
Leo Politi Elementary,2481 West 11th St.,90006-2961,34.050845,-118.286952
Lexington Avenue Primary Center,4564 West Lexington Ave.,90029-1915,34.092867,-118.288036
Libertas College Preparatory Charter,5101 South Western Ave.,90062-2333,33.996507,-118.309447
Liberty Boulevard Elementary,2728 Liberty Blvd.,90280-2055,33.96177,-118.221725
Liggett Street Elementary,9373 Moonbeam Ave.,91402-1302,34.240658,-118.445678
Lillian Street Elementary,5909 Lillian St.,90001-1433,33.986694,-118.239956
Limerick Avenue Elementary,8530 Limerick Ave.,91306-1299,34.225589,-118.583052
Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,6361 Cottage St.,90255-3521,33.981804,-118.233724
Linda Esperanza Marquez High B LIBRA Academy,6361 Cottage St.,90255-3521,33.981804,-118.233724
Linda Esperanza Marquez High C School of Social Justice,6361 Cottage St.,90255-3521,33.981804,-118.233724
Little Acorns Grow,19000 Saticoy St.,91335-2519,34.207947,-118.547319
Little Citizens / Westside Academy #3,3672 7th Ave.,90018,34.020838,-118.324432
Little Citizens Westside Academy #1,4256 South Western Ave.,90062-1645,34.005762,-118.308817
Little Citizens Westside Academy #3,3666 7th Ave.,90018-4106,34.021022,-118.324431
Little Scholars Academy,4168 W Slauson Ave,90043-2806,33.98862,-118.347757
Little Sprouts Language Immersion Preschool,8577 Venice Blvd,90034-2548,34.034877,-118.379322
Little Treehouse Academy,18510 Plummer St,91324-2222,34.242041,-118.537066
LN Media Academy,"5435 Balboa Blvd, Suit 100",91316-1567,34.169728,-118.501977
Lockhurst Drive Charter Elementary,6170 Lockhurst Dr.,91367-1204,34.182935,-118.647743
Lockwood Avenue Elementary,4345 Lockwood Ave.,90029-2809,34.088773,-118.287965
Logan Academy of Global Ecology,1711 West Montana St.,90026-3311,34.078483,-118.257779
Loma Vista Elementary,3629 East 58th St.,90270-2616,33.989693,-118.200105
Lomita Math/Science/Technology Magnet,2211 247th St.,90717-1503,33.800993,-118.32043
Loren Miller Elementary,830 West 77th St.,90044-5146,33.969363,-118.259675
Lorena Street Elementary,1015 South Lorena St.,90023-2222,34.025494,-118.202419
Loreto Street Elementary,3408 Arroyo Seco Ave.,90065-2454,34.087015,-118.216446
Lorne Street Elementary,17440 Lorne St.,91325-4459,34.217154,-118.51307
Los Angeles Academy Middle,644 East 56th St.,90011-4660,33.991524,-118.263242
Los Angeles Academy of Arts and Enterprise,1575 West 2nd St.,90026-5816,34.061766,-118.264482
Los Angeles Big Picture High,"700 Wilshire Blvd., Ste. 400",90017-3837,34.048788,-118.257402
Los Angeles Center for Enriched Studies,5931 West 18th St.,90035-4656,34.04355,-118.37129
Los Angeles Christian Academy,4622 Wadsworth Ave,90011-9001,34.001013,-118.258784
Los Angeles Christian School,1620 West 20th St.,90007-1101,34.037811,-118.292356
Los Angeles Community Adult,4650 West Olympic Blvd.,90019-1831,34.055405,-118.332985
Los Angeles Elementary,1211 South Hobart Blvd.,90006-3113,34.048621,-118.305229
Los Angeles High School of the Arts,701 South Catalina St.,90005-1943,34.059692,-118.295474
Los Angeles Leadership Academy,234 East Avenue 33,90031-1937,34.083354,-118.210813
Los Angeles Leadership Primary Academy,2670 Griffin Ave.,90031-2311,34.077544,-118.211823
Los Angeles Senior High,4650 West Olympic Blvd.,90019-1831,34.056695,-118.333166
Los Angeles Teacher Preparatory Academy,1575 West Second St.,90026-5701,34.061222,-118.263016
Los Angeles Technology Center,3721 West Washington Blvd.,90018,34.040134,-118.325485
Los Angeles Unified Alternative Education,"333 South Beaudry Ave., Fl. 18",90017-5108,34.056109,-118.256986
Los Encinos School,17100 Ventura Blvd.,91316-4003,34.159601,-118.50555
Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,1740 North New Hampshire Ave.,90027-4208,34.102551,-118.293254
Lou Dantzler Preparatory Charter High,"5120 West Goldleaf Circle, Ste. 350",90056,33.988543,-118.368563
Lou Dantzler Preparatory Charter Middle,5029 South Vermont Ave.,90037-2907,33.997337,-118.291523
Louis Armstrong Middle,5041 Sunnyslope Ave.,91423-1445,34.162385,-118.426932
Louisville High School,22300 Mulholland Dr.,91364-4933,34.148822,-118.609893
Lovelia P. Flournoy Elementary,1630 East 111th St.,90059-1908,33.93475,-118.245216
Loyola High School of Los Angeles,1901 Venice Blvd.,90006-4401,34.044272,-118.296651
Loyola Village Fine And Performing Arts Magnet,8821 Villanova Ave.,90045-3496,33.958081,-118.420598
Lucille Roybal-Allard Elementary,3232 Saturn Ave.,90255-5440,33.976136,-118.209497
"Luther Burbank Middle School Science, Technology, Engineering, Arts and Math Magnet",6460 North Figueroa St.,90042-2803,34.119309,-118.18357
M R M Academy,10746 Blix St. #103,91602-1371,34.156388,-118.365416
MacArthur Park Elementary School for the Visual and Performing Arts,2300 West Seventh St.,90057-3903,34.057584,-118.279297
Machon,5870 W. Olympic Blvd.,90036-4657,34.056956,-118.358933
Madison Elementary,9820 Madison Ave.,90280-4319,33.946356,-118.214626
Magnolia Avenue Elementary,1626 South Orchard Ave.,90006-5316,34.043972,-118.288457
Magnolia Science Academy 4,"11330 West Graham Pl., B-9",90064,34.029816,-118.435583
Magnolia Science Academy 5,18230 Kittridge St.,91335-6121,34.188617,-118.529359
Magnolia Science Academy 6,745 South Wilton Pl.,90005-3552,34.058304,-118.315898
Magnolia Science Academy 7,18355 Roscoe Blvd.,91325-4104,34.221858,-118.533643
Magnolia Science Academy Bell,6411 Orchard Ave.,90201-1023,33.978914,-118.19941
Main Street Elementary,129 East 53rd St.,90011-4517,33.994276,-118.273291
Malabar Street Elementary,3200 East Malabar St.,90063-4021,34.0448,-118.194262
Manchester Avenue Elementary,661 West 87th St.,90044-5703,33.958768,-118.286073
Manhattan Place Elementary,1850 West 96th St.,90047-3725,33.949026,-118.310947
Manual Arts Community Adult,4131 South Vermont Ave.,90037-1918,34.00877,-118.292848
Manual Arts Senior High,4131 South Vermont Ave.,90037-1918,34.008208,-118.291608
Manzanita School and Institute,1717 Old Topanga Canyon Rd.,90290-3934,34.111964,-118.63437
Maor Academy,5464 Washington Blvd,90016-1135,34.037644,-118.362581
Maple Primary Center,3601 South Maple Ave.,90011-2619,34.015363,-118.270586
Mar Vista Elementary,3330 Granville Ave.,90066-2052,34.016202,-118.435204
Marcus Garvey School,5760 6th Ave.,90043-2642,33.989225,-118.32334
Marguerite Poindexter LaMotte Elementary,4410 Orchard Ave.,90037-3018,34.002205,-118.288906
Maria Regina,13510  Van Ness Ave.,90249-2418,33.90887,-118.316834
Marianna Avenue Elementary,4215 East Gleason St.,90063-1423,34.035202,-118.17542
Marina del Rey Middle,12500 Braddock Dr.,90066-6808,33.987312,-118.422252
Mariposa-Nabi Primary Center,987 South Mariposa Ave.,90006-1413,34.053015,-118.299007
Mark Twain Middle,2224 Walgrove Ave.,90066-3502,33.999751,-118.448205
Marlborough School,250 South Rossmore Ave.,90004-3739,34.069794,-118.327146
Marlton,4000 Santo Tomas Dr.,90008-3304,34.009739,-118.34437
Marquez Charter,16821 Marquez Ave.,90272-3243,34.045794,-118.547349
Martha Escutia Primary Center,6401 Bear Ave.,90201-2301,33.979133,-118.197837
Martin Luther King Jr. Elementary,3989 South Hobart Blvd.,90062-1124,34.011151,-118.307862
Marvin Elementary,2411 Marvin Ave.,90016-1910,34.033692,-118.364518
Mary Immaculate Elementary School,10390 Remick Ave.,91331-3658,34.2582,-118.433905
Mary McLeod Bethune Middle,155 West 69th St.,90003-1823,33.976973,-118.272011
Mary Star of the Sea Elementary,717 South Cabrillo Ave.,90731-3024,33.737451,-118.295426
Mary Star of the Sea High School,2500 North Taper Ave.,90731-1148,33.767235,-118.301411
Marymount High School,10643 Sunset Blvd.,90077-3623,34.076715,-118.444268
Math and Science College Preparatory,3202 West Adams Blvd.,90018-1832,34.032239,-118.319008
"Math, Science, & Technology Magnet Academy at Roosevelt High",2530 East 4th St.,90033,34.03947,-118.20986
Matrix for Success Academy,1010 East 34th St.,90011-2527,34.012475,-118.25769
Maurice Sendak Elementary,11414 West Tiara St.,91601-1123,34.178458,-118.379757
Maxine Waters Employment Prep Center,10925 Central Ave.,90059,33.93734,-118.254627
Mayall Street Elementary,16701 Mayall St.,91343-1136,34.253898,-118.495841
Mayberry Street Elementary,2414 Mayberry St.,90026-2318,34.084559,-118.265084
Maynard Academy,3680 Wilshire Blvd P04-1025,90010,34.060737,-118.306287
Maywood Academy High,6125 Pine Ave.,90270-3110,33.983116,-118.18846
Maywood Center for Enriched Studies,5800 King Ave.,90270-2928,33.987863,-118.183262
Maywood Elementary,5200 Cudahy Ave.,90270-2405,33.993773,-118.184489
McKinley Avenue Elementary,7812 McKinley Ave.,90001-2829,33.968144,-118.26071
Melrose Avenue Elementary,731 North Detroit St.,90046-7605,34.084337,-118.345217
Melvin Avenue Elementary,7700 Melvin Ave.,91335-2327,34.210307,-118.560267
Menlo Avenue Elementary,4156 Menlo Ave.,90037-1933,34.008136,-118.289923
Mervyn M. Dymally High,8800 South San Pedro St.,90003-3541,33.95715,-118.268756
MESIVTA BIRKAS YITZCHOK,6022 West Pico Blvd.,90035-2677,34.052118,-118.371962
Metro Charter,2635 Pasadena Ave.,90031-2323,34.078001,-118.215701
Metropolitan Continuation,727 South Wilson St.,90021-1625,34.034378,-118.233968
Metropolitan Skill Center,2801 West Sixth St.,90057-3113,34.063599,-118.283437
Meyler Street Elementary,1123 West 223rd St.,90502-2250,33.824543,-118.295399
Michelle Obama Elementary,8150 North Cedros Ave.,91402-4704,34.219456,-118.45353
Micheltorena Street Elementary,1511 Micheltorena St.,90026-1621,34.088618,-118.275206
Mid-City's Prescott School of Enriched Sciences,3150 West Adams Blvd.,90018-1828,34.032578,-118.318771
Middle College High,"1600 Imperial Hwy, Bldg. 16",90047-4810,33.929468,-118.246237
Middleton Primary Center,2410 Zoe Ave.,90255-3812,33.979237,-118.229928
Middleton Street Elementary,6537 Malabar St.,90255-4025,33.979049,-118.227858
Miguel Leonis Continuation,5445 Manton Ave.,91367-5930,34.16938,-118.640789
Miles Avenue Elementary,6720 Miles Ave.,90255-5012,33.977814,-118.219044
Milken Community School,15800 Zeldins' Way,90049-6861,34.126185,-118.478098
Miramonte Elementary,1400 East 68th St.,90001-1916,33.978358,-118.249836
Mission Continuation,11015 O'Melveny Ave.,91340-4424,34.270238,-118.439805
Moneta Continuation,17951 South Budlong Ave.,90248-3442,33.867399,-118.294505
Monsenor Oscar Romero Charter Middle,2670 West 11th St.,90035,34.050819,-118.294337
Montague Charter Academy,13000 Montague St.,91331-4146,34.244465,-118.415015
Montara Avenue Elementary,10018 Montara Ave.,90280-5605,33.944535,-118.218734
Monte Vista Street Elementary,5423 Monte Vista St.,90042-3322,34.110018,-118.198139
Monterey Continuation,466 South Fraser St.,90022-1929,34.02803,-118.15859
Montessori Academy of Culver City,5881 Green Valley Cir.,90230-6901,33.983583,-118.389693
Montessori Academy of West Adams,4449 W Adams Blvd,90016-3058,34.032818,-118.33675
Moore's Daycare Preparatory,1700 West 120th St.,90047-5203,33.923782,-118.306899
Morningside Elementary,576 North Maclay Ave.,91340-2497,34.288452,-118.434157
Morris K. Hamasaki Elementary,4865 East First St.,90022-1305,34.037077,-118.159304
Mother of Sorrows,100 W. 87Th Pl.,90003-3316,33.957749,-118.274086
Mountain View Elementary,6410 Olcott St.,91042-2830,34.249129,-118.272311
Mt. Gleason Middle,10965 Mt. Gleason Ave.,91040-2229,34.268383,-118.302799
Mt. Lukens Continuation,7705 Summitrose St.,91042-1727,34.259674,-118.300355
Mt. Washington Elementary,3981 San Rafael Ave.,90065-4013,34.104731,-118.21538
Muhammad University of Islam - Los Angeles,10344 S. Western Ave,90047-4260,33.941983,-118.308776
Multicultural Learning Center,7510 DeSoto Ave.,91303-1430,34.206694,-118.588413
Multnomah Street Elementary,2101 North Indiana Ave.,90032-3618,34.069118,-118.19276
Murchison Street Elementary,1501 Murchison St.,90033-1526,34.059368,-118.195897
N.E.W. Academy Canoga Park,21425 Cohasset St.,91303-1450,34.206552,-118.597899
N.E.W. Academy of Science and Arts,379 South Loma Dr.,90017-1142,34.059302,-118.26696
Napa Street Elementary,19010 Napa St.,91324-4416,34.226368,-118.547275
Nathaniel Narbonne Senior High,24300 Western Ave.,90710-1742,33.804075,-118.307314
Nativity Elementary,944 West 56th St.,90037-3626,33.991144,-118.290829
Nava College Preparatory Academy,1319 East 41st St.,90011-3301,34.009547,-118.251162
Nestle Avenue Charter,5060 Nestle Ave.,91356-4350,34.162196,-118.530795
Nevada Avenue Elementary,22120 Chase St.,91304-2307,34.223934,-118.609043
Nevin Avenue Elementary,1569 East 32nd St.,90011-2213,34.012158,-118.245941
New Covenant Academy,3119 West 6th St.,90020-1701,34.064174,-118.28944
New Designs Charter,2303 South Figueroa Way,90007-2504,34.030857,-118.274947
New Designs Charter School-Watts,12714 South Avalon Blvd.,90061-2730,33.917147,-118.265169
New Heights Charter,2202 West Martin Luther King Jr Blvd.,90008-2723,34.010639,-118.317679
New Horizon School Los Angeles,434 South Vermont Ave.,90020-1910,34.066414,-118.291309
New Horizon School Westside,1819 Sawtelle Blvd.,90025-5532,34.043242,-118.44603
New Horizons Charter Academy,6501 Fair Ave.,91601-2603,34.189398,-118.375779
New Life Christian Academy,12541 Van Nuys Blvd,91331-1384,34.277878,-118.406476
New Los Angeles Charter,1919 South Burnside Ave.,90016-1114,34.041298,-118.357584
New Los Angeles Charter Elementary,5753 Obama Blvd.,90016-5013,34.022007,-118.371134
New Millennium Secondary,1301 West 182nd St.,90248-3322,33.867246,-118.294731
New Open World Academy K-12,3201 West Eighth St.,90010-2171,34.057779,-118.297662
New Village Girls Academy,147 North Occidental Blvd.,90026-4601,34.071327,-118.279102
Newcastle Elementary,6520 Newcastle Ave.,91335-6230,34.189151,-118.525227
Nia M. Williams,6250 Canoga Ave,91367-2413,34.184536,-118.595937
Ninety-Fifth Street Elementary,1109 West 96th St.,90044-3205,33.948742,-118.296157
Ninety-Ninth Street Elementary,9900 South Wadsworth Ave.,90002-2746,33.946541,-118.258558
Ninety-Second Street Elementary,9211 Grape St.,90002-2528,33.953014,-118.23634
Ninety-Sixth Street Elementary,1471 East 96th St.,90002-2210,33.949117,-118.248476
Ninety-Third Street Elementary,330 East 93rd St.,90003-3827,33.95194,-118.268686
Ninth Street Elementary,835 St.anford Ave.,90021-1847,34.035991,-118.247149
Nishiyamato Academy,2458 Lomita Blvd.,90717-1414,33.805482,-118.32702
Noble Avenue Elementary,8329 Noble Ave.,91343-6617,34.221776,-118.461197
Nora Sterry Elementary,1730 Corinth Ave.,90025-4211,34.044358,-118.447946
Normandie Avenue Elementary,4505 South Raymond Ave.,90037-2817,34.00262,-118.298092
Normandie Christian School of Los Angeles,6306 South Normandie Ave.,90044-2628,33.981735,-118.299813
Normont Elementary,1001 West 253rd St.,90710-3003,33.794771,-118.292789
North Hollywood Christian Academy,11330 Mccormick St,91601-3115,34.165721,-118.378768
North Hollywood Poly Community Adult,12431 Roscoe Blvd.,91352-3723,34.222799,-118.404166
North Hollywood Senior High,5231 Colfax Ave.,91601-3002,34.165883,-118.387821
North Valley Christian School,8854 Haskell Ave.,91343-4910,34.231413,-118.475363
North Valley Occupational Center,11450 Sharp Ave.,91345-1232,34.277994,-118.45656
Northpoint School and Intensive Outpatient,9650 Zelzah Ave.,91325-2003,34.246264,-118.522535
Northridge Academy High,9601 Zelzah Ave.,91325-2010,34.24499,-118.523339
Northridge Middle,17960 Chase St.,91325-3811,34.224558,-118.524852
Norwood Street Elementary,2020 Oak St.,90007-1307,34.03531,-118.278695
Notre Dame Academy,2851 Overland Ave.,90064-4217,34.034333,-118.419237
Notre Dame Academy Elementary,2911 Overland Ave.,90064-4219,34.033453,-118.418386
Notre Dame High School,13645 Riverside Dr.,91423-2407,34.157824,-118.430849
Nueva Vista Elementary,4412 Randolph St.,90201-1224,33.981472,-118.188253
Nuevo Sol Charter,1218 Fourth St.,91340,34.287789,-118.438271
O'Melveny Elementary,728 Woodworth St.,91340-4219,34.275569,-118.444296
Oak Crest Academy Los Angeles,225 S Olive St #611,90012-4900,34.05318,-118.249784
Oakwood Elementary,11230 Moorpark St.,91602-2602,34.149551,-118.375664
Oakwood Secondary,11600 Magnolia Blvd.,91601-3015,34.164593,-118.384715
Ocean Charter,12870 Panama St.,90066-6506,33.984197,-118.427265
Odyssey Continuation,8693 Dearborn Ave.,90280-2904,33.954944,-118.211068
Ohr Eliyahu Academy also known as Yeshiva Aharon Yaakov Ohr Eliyahu,241 South Detroit St.,90036-3033,34.069125,-118.345249
Olive Tree Christian Academy,3470 Wilshire Blvd. #300,90010-2207,34.060764,-118.300211
Olive Vista Middle,14600 Tyler St.,91342-2826,34.312133,-118.451059
Oliver Wendell Holmes Middle,9351 Paso Robles Ave.,91325-2528,34.240333,-118.504397
Olympic Primary Center,950 South Albany St.,90015-1212,34.048726,-118.270416
One Hundred Eighteenth Street Elementary,144 East 118th St.,90061-2422,33.926417,-118.27261
One Hundred Eighty-Sixth Street Elementary,1581 West 186th St.,90248-3951,33.862036,-118.305052
One Hundred Fifty-Sixth Street Elementary,2100 West 156th St.,90249-4703,33.889203,-118.31603
One Hundred Fifty-Third Street Elementary,1605 West 153rd St.,90247-3135,33.892902,-118.304931
One Hundred Ninth Street Elementary,10915 South McKinley Ave.,90059-1523,33.936944,-118.260881
One Hundred Seventh Street Elementary,147 East 107th St.,90003-4732,33.939372,-118.272665
One Hundred Sixteenth Street Elementary,11610 Stanford Ave.,90059-2313,33.928201,-118.262085
One Hundred Thirty-Fifth Street Elementary,801 West 135th St.,90247-2154,33.909205,-118.289405
One Hundred Twelfth Street Elementary,1265 East 112th St.,90059-1137,33.93319,-118.252703
One Hundred Twenty-Second Street Elementary,405 East 122nd St.,90061-2807,33.921344,-118.266634
